Review Title,Rating,Sentiment
This show is very good.,10,Positive
3 episodes in..,7,Positive
Hands down best fantasy tv show!,10,Positive
Drastic re-telling of the source material,6,Neutral
Worst book adaptation I've ever seen,1,Negative
Amazing adaptation,10,Positive
Season 2 much better,7,Positive
"Unfaithful to source material, incoherent along its new manufactured plot",1,Negative
One of the best,10,Positive
Decent Start to a truly amazing series.,7,Positive
Best episode of t.v. EVER 10/10,10,Positive
Newcomer Disappointment,7,Positive
Fans of the books won't be happy,6,Neutral
"Great books, terrible adaptation by Rafe",1,Negative
Interesting story line,10,Positive
Something just not quite right,6,Neutral
Professional Larping,4,Neutral
Season 3 is another level,10,Positive
Just another Generic Fantasy churned out from the Streaming Factory,6,Neutral
doesnt deserve the critisism. Great series!,9,Positive
"So much promise, but unfortunately - it doesn't deliver",6,Neutral
Sadness,8,Positive
Big fan of the books,7,Positive
"Garbage. ""Waste"" of Time!",1,Negative
Ofc you'll be dissapointed,8,Positive
Early review.,7,Positive
I didn't read the books,2,Negative
Another turn of the Wheel.,9,Positive
"Finally, a huge fantasy production that's truly worth watching!",9,Positive
Adaption that exceeded my expectations so far,7,Positive
Second season shining,8,Positive
Trollocs and Dragon,7,Positive
The Whaste Of Time!,2,Negative
Reader of the series multiple times,8,Positive
Good start with room to grow,7,Positive
Horrible,1,Negative
"Books and Visual Media are different, Accept each on their own Merit",9,Positive
Mixed bag,6,Neutral
Brilliant,8,Positive
"Better than most programs currently going, but disappointed as a fan of the books",7,Positive
The best we'll get.,8,Positive
Wheel of time on speed,6,Neutral
Have not found anyone so far that said this is good,2,Negative
A decent new series,8,Positive
Honest review from trans woman reader of the books.,6,Neutral
Horrible...,1,Negative
"A Stunning, Epic Ride! WOW",10,Positive
"Good story, poor execution",6,Neutral
Very poor adaptation,9,Positive
Pretty good,7,Positive
It is great show!,9,Positive
SHAME!!!,6,Neutral
Extremely Poor Adaptation,2,Negative
This show will keep you up all night. 👌🏾,10,Positive
I'll admit to being a bias book reader,6,Neutral
Pointless story changes that don't make sense,2,Negative
Rewritten YA trash full of JV tropes,9,Positive
Unrealistic Expectations?,6,Neutral
Best thing I have ever watched in my entire life !,10,Positive
Wasted fantasies biggest masterpiece,6,Neutral
Good and getting better,8,Positive
It was below my expectation.,7,Positive
A disgrace to Jordan's legacy,1,Negative
I enjoyed this way more than GOT,10,Positive
"After 30 minutes, I fought it cheap, but than wow",6,Neutral
"Made something, but it it's not wheel of time.",1,Negative
"Fun book series, beautiful adaptation.",9,Positive
Lacking,6,Neutral
Purists Stay Away,9,Positive
Still watching But?,6,Neutral
Love but.....,8,Positive
"The Wheel Weaves as the Wheel Wills. Poorly, in This Case",6,Neutral
Doesn't follow the books...,3,Negative
Season 2 episode 8 - Its starting to be great:),10,Positive
"Average, very average!",7,Positive
To much woke drama,2,Negative
What I think so far...,8,Positive
"It has legs, but odd casting choices!",7,Positive
Don't compare book and tv show,8,Positive
Enjoying the Show,6,Neutral
Unexpected,10,Positive
"Beautiful, boring and underwhelming",6,Neutral
nothing like the books,1,Negative
First season not great but man it comes around!!,10,Positive
"Season 1: (at least) 2 episodes too short, and please stop assuming familiarity on the viewer's part",7,Positive
I've never been angrier at a screenwriter,2,Negative
Hitting its Stride,10,Positive
An Adaptation To Get Used Too,7,Positive
Best Prime Video series out there!,10,Positive
Something different?,7,Positive
Why they have to change everything?,8,Positive
So far a bit choppy and incoherent but some worthwhile scenes,6,Neutral
WTF???,1,Negative
I've read all the books twice.,9,Positive
Was expecting more,6,Neutral
"I was hoping for decent, and got disappointed",1,Negative
So much improvement in season 2,9,Positive
Why unnecessarily mess with such a great story?,6,Neutral
One of the best TV-shows I've watched!,10,Positive
It's okay,6,Neutral
Honest Review,10,Positive
the Acting,6,Neutral
Awful,2,Negative
Great new fantasy series,9,Positive
A rather poor production for a demanding story,6,Neutral
Dreadful.,2,Negative
Massive Book Fan - The Show is a Gift!,10,Positive
Missed Potential,6,Neutral
Wheel of politically correct,8,Positive
Not perfect but it has great potential,7,Positive
Second season is much better than season 1,8,Positive
Decent episodes...,6,Neutral
A mixture of real world politics and Game of Thrones grittiness ruins Robert Jordan's world,1,Negative
Haters going to hate,10,Positive
Another turning of the Wheel,7,Positive
Meh,5,Neutral
Starts slow but improves,9,Positive
Second season is not building my expectation,6,Neutral
Absolutely DOES NOT deserve 1 start,10,Positive
Something's off,6,Neutral
Excited for all the twists and turns!!!,10,Positive
Finally The Wheel of Time,7,Positive
This is not Robert Jordan's Wot,1,Negative
Must Watch,8,Positive
A balanced review,6,Neutral
So complicated... Why?,3,Negative
A fantastic adaptation that keeps getting better,10,Positive
Fast cliche pacing like a movie,6,Neutral
So grateful for this adaptation,10,Positive
Not What I was Expecting,7,Positive
Something named Wheel of Time....such shame,8,Positive
The books were better by far so far...,6,Neutral
Wish I could get back the time I wasted...,1,Negative
a much promising show of an incredible book series,9,Positive
"Really wanted to like it, but ultimately feels lacking",6,Neutral
Visually pleasing hot pile of garbage,3,Negative
I Gave Another Chance For Season 2 and It Is Amazing,10,Positive
Why so many changes?,6,Neutral
Gets better and better,10,Positive
Disappointing for book readers but good standalone,7,Positive
really impressed with first 3 episodes,9,Positive
Okay. But different from the books.,6,Neutral
The source material gave high fantasy - the adaptation gave us low realism,2,Negative
First season was messy off the mark. Second has been terrific!,9,Positive
"Theatre production LOTR, with a drama student cast",7,Positive
Dumpster Fire,2,Negative
Gets better as it goes along,8,Positive
"Some episodes are great, some are horrible - the story is rushed and too changed compared to the books",6,Neutral
Fantastic fantasy show,9,Positive
What was wrong with the books?,7,Positive
Second Season So Much Better!,10,Positive
Too much changes compared to the books,6,Neutral
Poor adaption,2,Negative
Seasons change as does my impression,9,Positive
An average start,6,Neutral
Didn't make sense,2,Negative
Best TV show I've ever seen,10,Positive
This could be sooo much better,6,Neutral
"Worth watching, interesting and catching",8,Positive
"The acting not at its best ,",6,Neutral
A Fine Fantasy show!,8,Positive
Deviation/Adaptation,7,Positive
"Intentional sabotage. Horrible writing, horrible decisions. Predictable end result",2,Negative
What an interesting world!,9,Positive
A solid show but missing the mark?,7,Positive
Go read the books,2,Negative
Absolutely loved it!,9,Positive
Great high fantasy series,6,Neutral
Watch it. I have read all the books and I have faith,8,Positive
Disappointing,6,Neutral
"Big change between season 1 and 2, sometimes listening to the fandom helps...",8,Positive
Incredibly slow fantasy series,6,Neutral
A fan of the books,1,Negative
It all went well until ...,8,Positive
Season 2 is so much better... So far....,7,Positive
Disappointed and dissatisfied,1,Negative
Fans of the book are to critical,8,Positive
What a Bore,6,Neutral
Hopefully they are given enough time and money to realize their vision.,8,Positive
Whoever converted this from book to TV should get fired.,7,Positive
Reality versus Expectations,9,Positive
Better than I expected.....,7,Positive
"Misses the spirit of the original, by a wide margin",2,Negative
Steady Amazing Improvement. So GOOD!,10,Positive
Needs work,6,Neutral
Wheel of time in name only,4,Neutral
Excellent series,9,Positive
Opportunity missed,7,Positive
"So far, well done! Please read below.",8,Positive
Great series with minor problems.,7,Positive
Season 2 is one of the best seasons for a TV series,10,Positive
Incredible source material - but music and editing make show feel cheesy,7,Positive
Script writers read(heard) the book on Blinkist,1,Negative
A good series that looks on track to get better,9,Positive
Hideous compression artefacts,6,Neutral
"Don't waste your time, read the books.",1,Negative
The wheel of time is turning again and it's amazing,10,Positive
Average,6,Neutral
Good enough,8,Positive
A bit messy - not bad - with room for improvement,7,Positive
A beautiful rendition of a beloved book series,10,Positive
Very well done so far.,6,Neutral
Terrible woke ADAPTATION of original story :-(,2,Negative
Big fan of the books,8,Positive
Giving it a chance,7,Positive
Terrible!,1,Negative
LOVE It! Can't wait to see the rest!,10,Positive
Pretty good so far,7,Positive
"First three episodes, until now I love the series",10,Positive
better than melatonin,6,Neutral
Perfect,10,Positive
"Flawed, but has great potential",7,Positive
Wheel of time in Name Only,1,Negative
Fantastic Adaptation,10,Positive
It isn't actually that bad (if you hadn't read the books).,6,Neutral
Wasted opportunity,2,Negative
Flawed perfection,10,Positive
I WAS ESPECTING MORE,6,Neutral
Surprisingly entertaining to watch,9,Positive
"Ok acting and costumes, terrible story",6,Neutral
"I was afraid to watch it, but got positive surprised",9,Positive
Great Adaptation,6,Neutral
Matt!!!!,10,Positive
Hooked!!! - But...,6,Neutral
When will producers learn to keep the books and show the same,1,Negative
Watch in 4k hdr for the true 10/10 experience.,10,Positive
"A Good Adaptation, and Photography, Pacing way Too fast",6,Neutral
Excellent second season,10,Positive
First season is done.,6,Neutral
I can feel myself watching further,10,Positive
Second season waaaaay better,7,Positive
wheel of time in name only,1,Negative
Great Beginnings,9,Positive
How was this made?,7,Positive
We were better off before this series was made,1,Negative
I love it so far,10,Positive
Too many changes. What was wrong with the original material?,6,Neutral
"Rocky first start, excellent casting",10,Positive
"Not a perfect adaptation, but beautifully done nonetheless",7,Positive
So far a good adaptation,10,Positive
Why the hate,7,Positive
This show has it all...,1,Negative
"Love the books, like this adaptation.",10,Positive
Different from the books but the core feels the same!!,7,Positive
"EPIC FAIL, RAFE JUDKINS!!! **SPOILERS**",5,Neutral
Season 2 is kicking it in the ass like Kim Manners (X-files director),8,Positive
Overly simplified and cut down from books,6,Neutral
I'm liking it!,10,Positive
The night scenes are impossible to watch,6,Neutral
Amazingly good,10,Positive
"Watchable, but poorly done in many ways",6,Neutral
Missed the mark,4,Neutral
"A masterpiece, i loved first three episodes and its keep getting better and better",10,Positive
Very average.,6,Neutral
"Good acting and ok production, but terrible writing",4,Neutral
It's not the books. But it's a good show,8,Positive
True to the books,6,Neutral
Each episode gets better!,8,Positive
Looking forward to more,7,Positive
S3 a huge step forward,9,Positive
Middling Fantasy with some light dtama,6,Neutral
Really Disappointing even as a non book reader,5,Neutral
Great Adaption,10,Positive
An unconvincing start but i ll still give it a chance,7,Positive
Doesn't make sense even for a book fan,4,Neutral
Worth a watch,9,Positive
"Hi Amazon Prime, Netflix's would like it's moody teen drama back!",6,Neutral
Can't wait for more,10,Positive
Looks so cheap despite huge budget,6,Neutral
Epic season 2,10,Positive
Can't deal anymore with the overacting actors,6,Neutral
"A bad adaptation, an ok show",2,Negative
It took two episodes for me to be sold on this but I'm really really sold now and just happy.,10,Positive
Amazing (after 3 episodes). Must watch,7,Positive
The last episode is unwatchable if you read the book,3,Negative
Stay With It!,10,Positive
I r dissapoint,6,Neutral
I loved it,10,Positive
"Another turn of the wheel, a slightly different story, and still, a great adaption of the books!",7,Positive
Great,10,Positive
"Some good moments, many bad ones",6,Neutral
Are they going to ditch the whole original story?,3,Negative
I'm sucker for fantasies,9,Positive
"Mostly serviceable, but definitely not faithful",6,Neutral
No Faith,2,Negative
Brilliant so far,10,Positive
Has potential but also has some of the most stupid characters I have ever seen!,6,Neutral
Captures the heart of the books,10,Positive
Not too sure about this one....,6,Neutral
I'm a die hard fan and I loved it.,10,Positive
I AM SORRY TO SEE THAT I WAS WRONG,7,Positive
This is not the Wheel of Time,1,Negative
Love the book & love the show,10,Positive
Yaaawnnn,7,Positive
It plays out as someones fan fiction,2,Negative
A wonderful adaptation and an exciting beginning,10,Positive
Decent enough fantasy drama with high production values,7,Positive
Love from a long time book fan,9,Positive
It's okay,6,Neutral
tapestries!,8,Positive
"So far, it's enjoyable",7,Positive
Butchery,3,Negative
Loving it!,9,Positive
Great for those that didn't read the books. Terrible for those that did.,7,Positive
"4 stars for the series, 1 star for the finale",4,Neutral
Episodes 1-3: An Excellent Start!,9,Positive
"So far, they are changing too much.",7,Positive
Long time book fan.,10,Positive
Ridiculous at moments,6,Neutral
Never read the books,9,Positive
Pure fantasy escapism,7,Positive
Not worth the time,2,Negative
Book reader,8,Positive
Zzzzzzsssshhhh,6,Neutral
Stop ruining my favorite stories for diversity's sake,4,Neutral
I love it,10,Positive
Bad narration of a very interesting plot...,6,Neutral
"As a huge fan of the books, I was ridiculously excited for this.",10,Positive
Lord of the rings: the ali express edition,7,Positive
Fantasy fans are in for a treat,9,Positive
How to destroy a 14 books series in one episode,6,Neutral
This show sent me to bed sad for 6 weeks straight,1,Negative
Love it!,9,Positive
All the females are poorly casted except Rosamund Pike,7,Positive
What a disappointment,2,Negative
Amazing adaptation!,9,Positive
S2 much better than S1 but still some big deviations from the books,7,Positive
A great start that leaves you hooked for more,9,Positive
Fantastic Cinematography,6,Neutral
Your Next Great Fantasy Epic IS HERE!,10,Positive
(dis)like,7,Positive
Absolutely terrible book adaption,2,Negative
Good show,9,Positive
Yes but no,6,Neutral
Not actually the Wheel of Time,3,Negative
The best we are going to get!,10,Positive
Generic (Tower with No Clock),6,Neutral
Excellent,10,Positive
"Started watching with friends, now I watch it alone.",6,Neutral
Truly an adaptation...,7,Positive
Disappointing,2,Negative
Great start!,10,Positive
A rather uninspired adaptation of The Wheel of Time,6,Neutral
The writers themselves haven't read the books,1,Negative
Can't wait for more.,8,Positive
I had to force myself to finish the first three episodes....,6,Neutral
Adaptation Success,9,Positive
"As a reader of the books, love it",7,Positive
18+ Narnia,10,Positive
A shame,6,Neutral
Too far off script,1,Negative
So far so good,10,Positive
It's not bad,6,Neutral
Lost every single fan of Robert Jordan. He is spinning like a wheel in his grave.,1,Negative
Yes. We need this,10,Positive
Hollywood political correctness too far,7,Positive
Book readers should just give it a chance,8,Positive
A decent take on the books.,7,Positive
Great Up-datation,10,Positive
I watch because I invested the time,6,Neutral
"Total mess, and a crap on Robert Jordans Epic adventure.",1,Negative
Legendary story that will only get stronger,10,Positive
Watchable but not a lot more,6,Neutral
Would give 0 stars if I could,1,Negative
Masterfully done adaption,9,Positive
Source material is vastly superior,6,Neutral
"Beautiful scenery, magic and a developing story.",9,Positive
A promising start,7,Positive
Episode 4 kicks it up a gear,8,Positive
Legend of Seeker is that way >>,6,Neutral
Why is everything so clean!?,3,Negative
Stands alongside the books,10,Positive
Not as good as it could be. Or good as a B,7,Positive
An insult to the source material,2,Negative
Its awesome,10,Positive
Okay but not great.,6,Neutral
CAN'T WAIT FOR SEASON 3,9,Positive
"Not entirely satisfying, but it does have it's moments.",6,Neutral
Love it must watch,9,Positive
"Good attempt at a difficult to adapt, huge story",6,Neutral
They reached for the stars but did not leave the ground,2,Negative
"Read every book, fan for 30 years",10,Positive
Lord of the Rings sickly sister,6,Neutral
WoT fan somewhat bored with TV mess....stick to the story!,2,Negative
Worth watching,10,Positive
Rushed altered adaptation,7,Positive
As a long time fan of the books; Wow.,9,Positive
"A Good Production, let down by some bad writing & directing in the end",6,Neutral
Very good show and smart attention to detail,10,Positive
What was that?,6,Neutral
A great series of books butchered into a script,2,Negative
Amazing Adaption of the Book Series,10,Positive
Not like the book,6,Neutral
Cheesy.,2,Negative
It Gets Better and Better,8,Positive
"Started so promising, ended so disappointing",6,Neutral
Read the books and enjoyed the first 3 episodes.,9,Positive
Eh,6,Neutral
Just magical,9,Positive
Don't you even dare!,7,Positive
Have they even read the books?,2,Negative
Better than I could of hoped for!,10,Positive
"Despite a few misses, there's real care for the source material.",7,Positive
Incredibly disappointing,2,Negative
gets better by each episode,9,Positive
Reasonable but nothing special,6,Neutral
A+ from long time book reader,10,Positive
I really don't get the extreme negative reviews here...,7,Positive
"An age long past, an age to come, this is another turning of the wheel",10,Positive
Mediocre,6,Neutral
They screw up WoT oeuvre !,1,Negative
After watching all episodes and been blocked by Rafe Judkins,10,Positive
Hang in there!!,7,Positive
If you're a fan of the books...,1,Negative
Good,8,Positive
This is not what you think it is,7,Positive
Loved it!,10,Positive
Tolerable ... but definitely no GoT,6,Neutral
"Excellent adaptation of the preeminent, modern fantasy epic",10,Positive
You should have sticked to the character relations as in the series,6,Neutral
Burn in balefire and remake the wheel,1,Negative
Great - only problem is castinf,10,Positive
"""The Dragon has been born again. And it's one of you."" - Moiraine Damodred - Episode #1",7,Positive
Not a Good Production,4,Neutral
1 happy reader here,9,Positive
So so so SLOW,6,Neutral
Apprehensive Book Reader,8,Positive
"Not Following the Books, But Enjoyable",7,Positive
Decent fantasy that do justice to the books,8,Positive
"An above average fantasy show but, The Wheel of Time it is not",6,Neutral
"Might be good, if you never read the books",4,Neutral
"Amazing, Incredible",9,Positive
Breaking the Wheel,6,Neutral
Disappointing,2,Negative
"Don't listen to some of the so called ""Book Fans""",10,Positive
This is no GoT,6,Neutral
Not disappointed!,8,Positive
Lotr?,6,Neutral
Season 2 is on another level.,8,Positive
Great Show so Far,7,Positive
"A half decent show, a terrible adaptation of the books",2,Negative
Ignore the 1 star haters,9,Positive
Books hacked by chainsaw.,7,Positive
The Wreck and Ruin of a Masterpiece,1,Negative
A Beautiful Start to an Epic Story,10,Positive
"The writer didn't gave justice to the book. Where the book is 10/10, the show cant reach that level.",7,Positive
Not nearly as bad as people claim.,9,Positive
"Not bad, but seriously lacking...",6,Neutral
Fantastic start to the TV ADAPTATION,10,Positive
The Wheel Turns... Something,6,Neutral
This is not Robert Jordan's Wheel of Time.,1,Negative
Not a book reader,10,Positive
best in awhile,6,Neutral
"Dire, soulless, TV that started poorly and got worse",2,Negative
Book-fundamentalists are like the whitecloaks,10,Positive
Reinventing the Wheel,6,Neutral
An excellent new turning of the wheel.,9,Positive
Intriguing story with some subpar acting,6,Neutral
Season 2 as opposed to season 1,9,Positive
Decent Fantasy Show That Has Promise But Needs Work,6,Neutral
An attempt at adaptation was made,2,Negative
Don't believe the low reviews from reactionaries,9,Positive
Not bad at all!,7,Positive
Robert Jordan is rolling in his grave.,1,Negative
Just what i needed!,10,Positive
"Improving significantly over time, but the wheel rolls slowly",6,Neutral
Incredible season 2,10,Positive
I liked it for the same reason people hated it,8,Positive
A Film Made By Its Ending,9,Positive
Pretty Woman meets Uncut Gems,9,Positive
A review from a Russian,8,Positive
Cinderella Lives,8,Positive
I didn't expect to like it that much,10,Positive
5 oscar for this???,6,Neutral
"A Chaotic, Heartbreaking Glimpse into Survival",10,Positive
We Need Cinema Back,6,Neutral
"Incendiary morality tale set in Brooklyn, Russian style",10,Positive
I don't get the hype around it!,6,Neutral
"Non-Stop Screaming, Zero Substance",1,Negative
Mikey Madison is outstanding,10,Positive
Anora: A Heart Laid Bare in Love and Ruin,10,Positive
The best Sean Baker movie!,9,Positive
From the initial comedy to the tragedy of the end.,8,Positive
Not sure what the all hype is about!,6,Neutral
Fully worthy of the hype - a new classic,9,Positive
See For Yourself,6,Neutral
Child vs Man,9,Positive
I had high expectations,6,Neutral
Mikey Madison is a tour de force,10,Positive
Loved the film but I have one question,9,Positive
Probably Sean Baker's most accomplished film to date,9,Positive
"Power, Class, and Survival",8,Positive
Don't Fall for the Hype,6,Neutral
Anora the Explorer...,8,Positive
Loud and louder.,6,Neutral
Mikey Madison Elevates Sean Baker's Best Film from Good to Great,9,Positive
"It could have been insightful, but most of the movie was shallow comedy",6,Neutral
I don't understand the high rating.,1,Negative
"""Anora: A Frenzied Descent into the Psychology of Desperation and Desire""",9,Positive
i know where i speak,10,Positive
"Shocking, real, dark, but well crafted. Not for everyone.",9,Positive
"""Woman needs to feel love to have sex, man need to have sex to feel love""...",9,Positive
What's the hype about ?,6,Neutral
Surprisingly good,9,Positive
Did not understand the hype,6,Neutral
PLEASE! STOP! SCREAMING!,8,Positive
Did I miss something?,6,Neutral
1 because I couldn't vote -1,1,Negative
What could possibly go wrong?,8,Positive
Gritty and raw experience,8,Positive
a tarnished slipper,9,Positive
Anora: Yet Another Misstep in Depicting Female Resilience,6,Neutral
Remarkable,9,Positive
"Mostly it's just crude, selfish, foul-mouthed characters living the high life",6,Neutral
Oscar material,9,Positive
In an age of OnlyFans glorification,6,Neutral
Mikey and Yura are such a vibrant force together,8,Positive
Anora is a well-crafted character piece with rich dynamics and engaging circumstances.,8,Positive
Left completely speechless trying to put myself together again.,9,Positive
Pretty Woman without class or romance,6,Neutral
An outstanding tragicomedy,8,Positive
Low Taste Film,6,Neutral
This one is about the construction of values,10,Positive
Overhyped and Unoriginal,6,Neutral
What ... is this? Ajoke as movie?,1,Negative
Excellent movie - but somewhat misrepresented by glowing reviews,8,Positive
Worth seeing for Mickey Madison alone,8,Positive
To talk about the movie Anora,10,Positive
Real.,8,Positive
Anora: A Simple Yet Deeply Engaging Story,8,Positive
How tf do I rate this??,6,Neutral
Interesting movie,8,Positive
A REPULSIVE Pretty Woman & Cinderella,6,Neutral
Not a comfortable watch but for some it's well worth the ride,8,Positive
Mikey Madison Shines,10,Positive
LIFF38 2024 #2,9,Positive
A fascinating rollercoaster through the unique experience of anora,8,Positive
Hectic and Ugly,6,Neutral
Best Oscars nominee of 2025 and a heartfelt fun movie,8,Positive
"Flashes of Talent, But Overhyped (and Overstretched)",6,Neutral
One of 2024 best film,8,Positive
Ludicrously overrated film carried by its supporting characters,6,Neutral
I have seen better porn,1,Negative
"Sleazy, zany, heart of gold",8,Positive
Solid,8,Positive
Just saw this in time for the Oscars. It's a big contender.,8,Positive
A rather sad story about a young individual whose life choices reflect the situations she lands herself in masterfully told by a fitting filmmaker,9,Positive
Did not want to watch porn,6,Neutral
Not a film that Ani one will love,8,Positive
Too much Hype,6,Neutral
A deliciously orchestrated chaos,8,Positive
Best Picture? Don't Be Fooled,6,Neutral
Scary realistic with a pinch of comedy,8,Positive
Ani vs Anora,10,Positive
Excellent,9,Positive
"A Masterpiece of Natural Acting, Realistic Shooting, and Moral Complexity",9,Positive
What's Wrong with 'Anora'?,6,Neutral
Sean Baker's ticket to an Oscar,10,Positive
NOT a love story,6,Neutral
A movie with so many personalities,8,Positive
Kit De Luca meets Borat on Spring Break,6,Neutral
Disappointment,1,Negative
Quiet Love,8,Positive
Sean Baker's least interesting but also best film,9,Positive
Not what you think,8,Positive
"Funny, sad, terrific",9,Positive
This is no Pretty Woman,6,Neutral
Rather layered and intriguing from a star making performance,9,Positive
Best Picture?,6,Neutral
Life is not a fairy tale,9,Positive
"3 acts, one excellentc, one really bad and the last one average. it's too little.",6,Neutral
Another Sean Baker gem for the ages! [+83%],8,Positive
Entertaining and engaging original drama,8,Positive
Anora,10,Positive
Instant classic screwball comedy for adults.,8,Positive
The Brutalist was Robbed of an Oscar!,6,Neutral
anora,10,Positive
Pretty Woman does Brooklyn,6,Neutral
Unexpectedly heartbreaking and heartfelt,8,Positive
Disappointed,6,Neutral
Awful,2,Negative
A pleasure from start to hard-hitting finish,9,Positive
Dark comedy with an emotional core,8,Positive
"Mickey Madison (SCREAM 2022) she was the good Ghostface, Anora (Annie or Mikheeva) this is a Russian Cinderella Story if it's was scammed.",9,Positive
WOW,8,Positive
Such an un-even film,6,Neutral
"Loved it, including the bits that others decidedly did not love (2024 LIST EXCERPT)",9,Positive
1/2 of a good movie,6,Neutral
"Not a love story, but still a masterpiece.",9,Positive
A Film That Gets Lost in Its Own Excess,6,Neutral
"I don't think that it is worthy of an Oscar, let alone the Palme D'Or at Cannes.",5,Neutral
Street smart woman gets swept up in raw amoral situations,9,Positive
Anora,10,Positive
Pretty (lapdance) Woman,10,Positive
Shocking,6,Neutral
"A Sensational Story with Laughs, Tears and Passion",9,Positive
Above Average & No More,6,Neutral
Mikey Madison puts her heart and soul into this movie!,8,Positive
Horrible,1,Negative
Mikey Madison establishes himself as a star in one of the saddest comedies of the year,9,Positive
"Nuanced, Brilliant, and Raw. ""The Hangover"" if it was an Oscar winner.",9,Positive
Emotionally Brutal,9,Positive
AMAZING,10,Positive
Are we watching the same movie?,6,Neutral
"Captivating, aesthetically pleasing movie",9,Positive
"I respect it, but I didn't like it.",6,Neutral
Tons of unexpected fun.,8,Positive
I don't understand the hype around,6,Neutral
An utter disappointment,1,Negative
This movie was simply brilliant.,9,Positive
I love this movie,10,Positive
A different kind of fairy tale.,9,Positive
"Exhilarating, hilarious, devastating; a truly remarkable movie.",9,Positive
Funny movie,7,Positive
CHEER! - (8 stars out of 10),8,Positive
What Now?,7,Positive
Equal Parts Entertaining and Profound,9,Positive
An ok movie but not the best,6,Neutral
A Dull and Disappointing Watch,1,Negative
One of the best films of 2024,10,Positive
"Familiar story, fantastic storytelling",8,Positive
Really impressive performance,9,Positive
Brilliantly Simple,9,Positive
A masterful depiction of classism in society,7,Positive
Two thumbs up!,8,Positive
Nothing special,6,Neutral
It's a mess...a good mess,8,Positive
Clearly overrated and hard to understand why,6,Neutral
How did this pos get this Palme d'Or???,3,Negative
Wear glitter in your hair,9,Positive
Fresh and Surprising!,8,Positive
"This is No Pretty Woman; It's a Touching, Human Story",9,Positive
Anora: A Phenomenal Blend of Comedy and Depth,8,Positive
one of the most awsome movies i watched this year!!,8,Positive
Just Good,7,Positive
"Vulnerability, Privilege, and Choice",9,Positive
"Not so good on the ears, but good enough in general.",6,Neutral
"A violent, ugly, porn movie passed off as a work of art.",1,Negative
A genuine classic lovestory,8,Positive
2-hour and 20-minute runtime feeling like a brisk 90 minutes,9,Positive
Entertaining roller-coaster ride,8,Positive
"Anora: No Fairy Tale, Just Survival",8,Positive
Movie lacks a consisten theme,6,Neutral
Shoutout for the armenians,8,Positive
"It's not really ABOUT Anora, is it?",8,Positive
Not good enough for best picture,6,Neutral
Trash Movie,2,Negative
The movie teaches you to love and be kind,10,Positive
A Refreshing Blend of Humor and Emotion,9,Positive
I admire Yura Borisov's acting.,10,Positive
Magnificent wild ride!,10,Positive
Funny but detached,7,Positive
This film left me speechless,10,Positive
"Great movie, but not a masterpiece",8,Positive
Pretty Good - Too Long,7,Positive
Overrated,3,Negative
A Wild and Entertaining Ride - All that Glitters Is Not Gold,9,Positive
Are you stupid?,10,Positive
harsh truth,9,Positive
illusions & reality,8,Positive
Ok. No better than a mid-tier Sopranos episode,6,Neutral
Believe in the impossible.,9,Positive
lost it's way,6,Neutral
"Sexy, euphoric, chaotic and real",9,Positive
A destiny to run from,7,Positive
"An Overrated, Overhyped Disappointment",3,Negative
Fast and furious,8,Positive
An anti-romatic comedy.,10,Positive
Heartbreaking,10,Positive
Powerful and real,10,Positive
Who is Anora?,7,Positive
"Fun Film, Fantastic Performances",8,Positive
Hard hitting tale,7,Positive
"Anora is the antithesis of Pretty Woman, grittier and more real.",8,Positive
"Great idea, not properly executed",6,Neutral
Very disappointed that this move won so many Oscars,4,Neutral
A honest review,9,Positive
Raunchy Comedy,8,Positive
Cinema is not dead. A stunning masterpiece,10,Positive
"Anora - Good Movie, Missed a Chance, Would Have Been Great",8,Positive
Mikey Madison's performance is a must see,7,Positive
A whirlwind of emotions,9,Positive
Worth checking out for the stellar performances,7,Positive
"I don't have Instagram, Im an ADULT!",9,Positive
The last scene is not enough,6,Neutral
"Pointless, boring, bad",1,Negative
The Tears Waiting to be Shed,8,Positive
Quirky comedy disguised as a love story,9,Positive
"Anora - A Bold, Unforgettable Experience",8,Positive
A Wild Ride With A Good Message,9,Positive
Anora Doesn't Live Up To The Hype,6,Neutral
"Flirty, feisty, foxy, frenetic-all the effin' f words",9,Positive
"Situational, witty yet serious, and ultimately impactful.",7,Positive
When your fairy tale hopes clash with harsh reality.,9,Positive
Unappealing characters in lapdance pic,6,Neutral
The Emperor's New Clothes Review,1,Negative
"""Marriage: A Lifelong Commitment for Women That Demands Thoughtful Consideration""",10,Positive
"""You have rape eyes""",10,Positive
Can't wait to see it again...,9,Positive
The truth of the last 30 second makes it worth the watch,9,Positive
"""A Personal Perspective: Where 'Anora' Falls Short",7,Positive
I Like It A Lot,10,Positive
"Amazing acting, ordinary movie",6,Neutral
Unquestionably one of the best films of 2024,10,Positive
Too much a sex,6,Neutral
Worst movie ever!,1,Negative
Screwball Comedy is Back!,9,Positive
Breath of fresh air,8,Positive
And sometimes they're good,8,Positive
The reason of gen z has no dreams,8,Positive
It becomes interesting when Toros and his henchmen get involved,7,Positive
Ani,9,Positive
Fairly explicit sexual content,7,Positive
Cinderella but she's a stripper,9,Positive
This film does not know what it is,6,Neutral
Not sure what everyone else saw but this one sucks!!,1,Negative
Oddly funny and strangely genuine,8,Positive
